,Unnamed: 0,Total,Change,Percent,Song_uuid,Song_name,creditName,nexttoken
1418207,18795,27292,-18,-0.07,921e160-b8f1-11e8-b297-525400009efb,Dibine Dibine,Ece Seçkin,WzI3MzkwLDUxOTk4MV0=
1418573,19161,26900,300,1.13,9a77b68-f6e5-47ae-8245-b290b784dc50,Cari Apak Baru,Bakatumuik,WzI2OTQxLDIxMzQ1MzVd
1418575,19163,26900,-100,-0.37,6de9c10-9045-4145-a2cb-318ae0796ca0,Da3it Allah,Hussain Aljassmi,WzI2OTQxLDIxMzQ1MzVd
1418585,19173,26894,-13,-0.05,b73fd8e-f921-4595-8a88-5ff9803b8dd0,Happy birthday,Qboyjeshi,WzI2OTQxLDIxMzQ1MzVd
1418616,19204,26846,-99,-0.37,b12d5bc-240e-11ea-bbda-549f35161576,Yesto Pani Hudo Raichha,Phatteman,WzI2ODU2LDE5MTE0ODE3XQ==
1418693,19281,26778,-95,-0.35,91d8bf3-c7ee-424a-812b-6d4b6d800efc,Ko'nglim Olding,Uzmir & Mira,WzI2ODU2LDE5MTE0ODE3XQ==
1418722,19310,26735,-63,-0.24,1e8409a-61e1-e44a-ba02-a0369fe50396,เมื่อความฮักเก่า น้องสิเหงาบ่,Siriporn Ampaipong,WzI2NzU1LDcyODg1NTgwN10=
1418778,19366,26695,-38,-0.14,1e840ce-0b8c-42c8-a4fb-a0369fe50396,Fura Olho,Lucas Rangel,WzI2NzU1LDcyODg1NTgwN10=
1418779,19367,26695,-13,-0.05,eb5fe3d-1114-4121-94df-40a5432c2e6d,3730,Treintisiete,WzI2NzU1LDcyODg1NTgwN10=
1418910,19498,26518,-93,-0.35,1e840a9-221b-f9ae-bbe7-aa1c026db3d8,Tere Pind Wallo'n,Prem & Hardeep & Satinder Sartaaj,WzI2NjM0LDIzMTkxNjNd
1418958,19546,26490,-98,-0.37,4d454d0-b8ee-11e8-b7e1-525400009efb,Moonlight,Ali Gatie,WzI2NTE3LDcwMzg2MjY1Nl0=
1419135,19723,26296,-87,-0.33,f1bb216-103d-4881-b6db-bf794f426a2b,Pautips,Oglock Og Lock,WzI2MzAwLDYzMDM3MDU1NF0=
1419172,19760,26232,159,0.61,c6d9c3b-7f7a-4884-96c7-aad59aa131d1,Futebol É Arte,Mc Neguin da VL,WzI2MzAwLDYzMDM3MDU1NF0=
1419217,19805,26200,0,0.0,73ee4f6-f433-45f0-9ec6-e52ecb0b60f8,Sexy Blues,Ricardo Gerhard,WzI2MjAwLDYyOTA1OTI2OV0=
1419301,19889,26105,-92,-0.35,0bc1e59-ebff-429a-ae2d-5e06bb27d45b,Gvnman Shift,Skeng,WzI2MjAwLDYyOTA1OTI2OV0=
1419473,20061,25971,-29,-0.11,c095893-7bbe-41d3-8ec5-d3ab4784fc24,Qurboniman,Osman Navruzov,WzI2MDEwLDcxNDc3NzA5NV0=
1419487,20075,25952,-93,-0.36,1b7f705-97eb-4814-ab40-e2f0d576c2b3,พอได้ยัง,34RISK & 2T FLOW & Soloist,WzI2MDEwLDcxNDc3NzA5NV0=
1419635,20223,25800,-100,-0.39,ba7ea42-7732-4ec9-a137-21327df3ce98,Ghosty,Grimm Dreamurr,WzI1ODAzLDY4NjIwOTIwOF0=
1419656,20244,25773,-95,-0.37,1c36450-5928-4092-952c-067d9c4c1f32,Chalyo Batash,Gobinda Pangeni & Menuka Pariyar & Sitaram Pariyar,WzI1ODAzLDY4NjIwOTIwOF0=
1419742,20330,25698,-97,-0.38,1e8409b-d949-ef04-bfdc-aa1c026db3d8,Miroase a Vara,Kio & What's Up,WzI1NzAwLDE3NjU3MjJd
1419775,20363,25656,-84,-0.33,8f3c2af-559c-4f7d-ac1f-f0efac7d967a,Rồi Mình Sẽ Hạnh Phúc,Tuyền June,WzI1NzAwLDE3NjU3MjJd
1419840,20428,25597,-34,-0.13,62b193e-ee9d-11e9-851f-549f35161576,Bamba Nieup,Jahman X-Press & Ahmada,WzI1NjAwLDE5NTk5MzM4XQ==
1419992,20580,25410,-22,-0.09,ba447de-6998-4b13-955c-c284d6388f8a,Na She Da Nazara,Irfan Kamal & Ebid,WzI1NTAwLDYzMjc2MTcwMV0=
1420051,20639,25384,-77,-0.3,a5fe2c7-8b4f-4435-8f8f-0eaecf7429d2,Ladies And Gentlemen Her,Dubskie,WzI1NDAwLDI2MzA4Mzg0XQ==
1420071,20659,25355,582,2.35,33b588e-0db6-4c26-ace1-64765e8a9677,Jit Nahdarlak 3la Slahek,Didou Parisien & Tchikou 22,WzI1NDAwLDI2MzA4Mzg0XQ==
1420104,20692,25300,-100,-0.39,1e8a9fe-5db7-a418-9506-525400009efb,Answerphone [Team Salut Remix],Ella Eyre,WzI1NDAwLDI2MzA4Mzg0XQ==
1420182,20770,25218,90,0.36,1e8409f-4781-5c5c-a24e-aa1c026db3d8,يا عباس,Hussein Faisal,WzI1MzAwLDYxMjE1MzYwMV0=
1420406,20994,25000,0,0.0,3db6b27-109a-47c6-8431-6aba27e76adb,Kimetsu No Yaiba (Guregen),Otakus Beat,WzI1MTAwLDY3NTk5NzU0OV0=
1420419,21007,25000,1500,6.38,7f00867-66ea-454c-9649-526d72d34ce9,Ya Hussain Ibn e Ali,Muhammad Bilal Qadri Moosani,WzI1MDAwLDY5NDkyODU1NF0=
1420452,21040,24949,-49,-0.2,8441519-0b70-4855-9a1f-8aeff7a9533c,Iar te suna fraierul (feat. Costel Biju),Mariano & Costel Biju,WzI1MDAwLDY5NDkyODU1NF0=
1420476,21064,24923,58,0.23,a4290d4-3ace-11ea-9c35-801844ee83a6,ตามสบาย (ฟีท สวิทไฮ),Mac YoungHea,WzI1MDAwLDY5NDkyODU1NF0=
1420825,21413,24600,-100,-0.4,1e82669-1e0b-283a-8b84-aa1c026db3d8,Le Hace Falta Un Beso,El Chapo De Sinaloa,WzI0NjI3LDQ3MDAzNjg1XQ==
1421129,21717,24392,-32,-0.13,c24d9b4-ed00-4669-bd1d-49d8257f4b49,Pahnjo Saharo Ghazi Aa,Zamin Ali,WzI0NDAwLDY0Mjk3MjMyOV0=
1421175,21763,24332,-43,-0.18,580bcd1-917e-4a2b-96f6-775067ff3ec0,HAPPY BIRTHDAY,Aman Maan,WzI0NDAwLDY0Mjk3MjMyOV0=
1421212,21800,24300,-100,-0.41,c4013c3-e787-45bc-a298-2966c38f91f3,The Business - Vintage Culture & Dubdogz Remix,Vintage Culture & Tiësto & Dubdogz,WzI0MzAwLDY2NDExNzEyMl0=
1421217,21805,24300,0,0.0,d0f696d-2880-46e6-9946-c3e7aaa35b7c,Lahlou Wel Morr,Fares la Classe,WzI0MzAwLDY2NDExNzEyMl0=
1421252,21840,24279,-21,-0.09,990daa3-8b43-492b-9690-cbeae02804a3,Superstar (feat. Future),Young Stoner Life & Young Thug & Future,WzI0MzAwLDY2NDExNzEyMl0=
1421270,21858,24255,-92,-0.38,5f18c86-c367-11e8-8362-525400009efb,Loser,Jalen Tyree & Garrett.,WzI0MzAwLDY2NDExNzEyMl0=
1421345,21933,24190,21881,947.64,6c8030f-b172-44bd-9c1b-e6d5f2ea31a6,Dil Da Badshah,Wajid Ali Baghdadi,WzI0MjAwLDE5NzYxMzkyXQ==
1421518,22106,24000,0,0.0,a22cc34-a707-4130-95d7-b26bdee975fe,Schnee,Simone Ludwig,WzI0MDAwLDI2MTM4OTg2XQ==
1421669,22257,23889,-14,-0.06,3306aa8-c678-11e8-875e-549f35141000,Ayrılık,Kıraç,WzIzOTAwLDEzMzI2ODI5XQ==
1421728,22316,23814,-99,-0.41,033bde4-60e5-40f4-825d-bc545fe00f91,Chet Klaeng MaMa,Boty Phen,WzIzODM1LDQ2MTc5OTU2XQ==
1421738,22326,23806,-74,-0.31,da39014-4a83-11ea-93ee-801844ee83a6,"Sanjha Parey Pachhi (From ""Appa"")",Snehshree Thapa & Anmol Gurung,WzIzODM1LDQ2MTc5OTU2XQ==
1421815,22403,23744,-67,-0.28,d2a3a2d-94c5-4f35-b136-21a790bb2871,May May Nay Kaung Lar,Htoo Eain Thin,WzIzNzUwLDE2MzgwMzk4XQ==
1421849,22437,23703,-92,-0.39,2a2bef2-374d-429f-8be4-08ea0809d87e,Пора домой,Xassa,WzIzNzUwLDE2MzgwMzk4XQ==
1421875,22463,23700,-100,-0.42,689597e-6cef-4e47-a15e-5b799a69d72f,Mamita Querida,Sherlyn Rosario,WzIzNzUwLDE2MzgwMzk4XQ==
1421947,22535,23620,-22,-0.09,1e8634c-60e6-9ea8-b8cd-a0369fe50396,Nesrine,Berdan Mardini,WzIzNjY1LDEyMDM2ODZd
1421980,22568,23600,-100,-0.42,5e3b930-f2ca-11e8-a8e4-549f35141000,"Начальник, не хочу работать",HammAli & Navai,WzIzNjY1LDEyMDM2ODZd
1422000,22588,23600,-100,-0.42,e4d4eab-3916-4628-ab2d-4954f131a3b1,บานปลาย (Best wishes),BOWKYLION,WzIzNjY1LDEyMDM2ODZd
1422004,22592,23600,-100,-0.42,46e6863-28de-417d-8bc8-40826902a5a8,Syauqbilu Ya Kholiqi,DISC MUSIC,WzIzNjY1LDEyMDM2ODZd
1422026,22614,23584,-29,-0.12,61f15e5-0361-4797-8322-ae9f045c8c70,"Ни ногой, ни рукой",Nodahsa,WzIzNjAwLDgwOTE1MDg3NF0=
1422132,22720,23485,416,1.8,07abe58-22ab-44ee-bf48-0066cf710623,Я просто устал,Vspak,WzIzNTAwLDY4MDExNDE2NF0=
1422302,22890,23304,24,0.1,2d46cb4-46ea-11e9-9d54-00163ec5a2fb,Pa ti pa mí na má,Demarco Flamenco,WzIzNDAwLDU2ODcwNDk2XQ==
1422500,23088,23119,-97,-0.42,47f98f5-cfaa-4d5e-815c-de958187cd0a,U Gurl,Walker Hayes,WzIzMjAyLDEzNTA0MzJd
1422546,23134,23100,-100,-0.43,e1bc797-11ee-4b7f-a956-7d3e956e69be,Dear my X,KyoungSeo,WzIzMTA2LDcwNzg3MjQxNV0=
1422554,23142,23089,-66,-0.29,181eee7-0452-4f48-9188-65554a341554,Sebab Akibat,Itje Trisnawati,WzIzMTA2LDcwNzg3MjQxNV0=
1422608,23196,23019,-59,-0.26,48aae0a-8f75-4ac0-a74a-9bcc767d069b,Samma gamla vanliga,A36,WzIzMTA2LDcwNzg3MjQxNV0=
1422765,23353,22900,-100,-0.43,bc38b4d-8b17-4995-8910-4f5350324648,Обійми (Ремікс),Океан Ельзи,WzIyOTQxLDY1Nzc4NzcxMV0=
1423008,23596,22685,-100,-0.44,3a17220-9901-11e9-be9d-549f35161576,Jaan Warda,Ravneet,WzIyNzczLDY2Mzk2OTI0OV0=
1423128,23716,22596,-96,-0.42,b655065-cef7-4149-99e8-a6ef68a93032,La Guayabita,Jenny Rosero,WzIyNjAwLDY1NTQyOTM0NV0=
1423131,23719,22593,64,0.28,6a16b94-25fd-11e9-b9bd-549f35161576,Bassa Sababa,Netta,WzIyNjAwLDY1NTQyOTM0NV0=
1423210,23798,22500,-100,-0.44,1e86324-514a-26ae-8106-a0369fe50396,Tror du att han bryr sig,FELIX SANDMAN,WzIyNjAwLDY1NTQyOTM0NV0=
1423240,23828,22492,-86,-0.38,d647540-07e5-42eb-8085-5b7dcf392be0,Fame,MegaBeatsZ,WzIyNTAwLDMwMTk5Nzg0XQ==
1423319,23907,22400,-100,-0.44,1e8407e-ec18-5d5e-b15b-aa1c026db3d8,Golibe,Flavour,WzIyNDAwLDMzOTY4XQ==
1423419,24007,22325,5,0.02,3bf7c17-9803-4638-b425-3337fdfe6372,Malami,Puskal Sharma,WzIyMzMxLDExMDMyNDMxXQ==
1423494,24082,22292,-87,-0.39,6886cde-b222-463c-88e2-1241b7bbd202,"Бой, бой",Tsvetelina Yaneva,WzIyMzMxLDExMDMyNDMxXQ==
1423499,24087,22283,-2,-0.01,1e8409b-4c42-dae4-8c5f-aa1c026db3d8,#Лайкми,Diskoteka Avariya,WzIyMzMxLDExMDMyNDMxXQ==
1423600,24188,22200,900,4.23,0877668-daf0-4034-8fa4-ce722b634b65,Vamos Vamos Argentina,Argentina FanChants & Canciones del Hincha,WzIyMjcxLDI2NzQ4NTc1XQ==
1423624,24212,22194,-35,-0.16,2cae6f2-aacc-4406-b618-3df16501f686,Domingo,Ceky Viciny & Bulin 47,WzIyMjAwLDczNTc1NzcyOV0=
1423645,24233,22165,-53,-0.24,e0b248b-765b-498f-9677-998b2fcbf6f9,Ojo Nganti Lali - Lagu Jawa,Andika Mahesa,WzIyMjAwLDczNTc1NzcyOV0=
1423757,24345,22092,-52,-0.23,1e840a9-6ded-5c1a-ada9-a0369fe50396,Как достать соседа,THRILL PILL,WzIyMTAwLDI2OTU2NjEyXQ==
1423884,24472,21982,-97,-0.44,1e82620-df62-1708-ad8e-aa1c026db3d8,O grande amor da minha vida,Roberto Carlos,WzIyMDE4LDI3MTQ5NTU4XQ==
1424070,24658,21819,-39,-0.18,a30b180-c607-11e8-82f0-549f35141000,Se Te Olvida?,Acentoh,WzIxODg5LDIwMjQwNTQ2XQ==
1424139,24727,21786,-100,-0.46,79333ac-b8f4-11e8-8f5b-525400009efb,Bota pra Tremer,PEDRO SAMPAIO,WzIxODAwLDYzMjA3NTI1M10=
1424480,25068,21500,-100,-0.46,1e840a1-b4d1-c970-8ae3-aa1c026db3d8,Bugatti - G-Mix,Wiz Khalifa & 2 Chainz & T.I. & Rich Gang,WzIxNTYwLDQzMTk3ODczXQ==
1424521,25109,21493,-96,-0.44,8ba673f-fa60-4aca-8e8e-8436d94b5029,La Formulita,Beto Zabaleta & Goyo Oviedo,WzIxNTAwLDczMDM5MTMzNV0=
1424828,25416,21252,-40,-0.19,93769c0-0dea-11ea-8367-801844edfa71,Someone You Loved,Brittany Maggs,WzIxMjc4LDMzNzAyNTA1NV0=
1424840,25428,21238,-18,-0.08,8849f8a-6082-11ea-a813-e4434b16cb78,Chotey Hazrat,Nadeem Sarwar,WzIxMjc4LDMzNzAyNTA1NV0=
1424899,25487,21200,-100,-0.47,53d6400-f216-4a0c-8db4-17bdedd59439,しあわせならてをたたこう,出口たかし,WzIxMjc4LDMzNzAyNTA1NV0=
1424904,25492,21200,0,0.0,65486c9-e249-4c2d-ad22-cc38a741cf8a,Chirps in the Morning,Bird Sounds,WzIxMjc4LDMzNzAyNTA1NV0=
1424997,25585,21131,-50,-0.24,80dc000-c083-4792-abf4-48f6110831d9,Toxic,AP Dhillon & Intense,WzIxMjAwLDY5MTQ1Mzg0N10=
1425035,25623,21100,-100,-0.47,1e840a6-f7ce-6224-a3e2-aa1c026db3d8,Happy Birthday to You (The Birthday Song),The Jellybeans,WzIxMTE3LDYzMzQ0MDg2N10=
1425067,25655,21100,100,0.48,363cc17-c885-4ed5-a60d-559fef5630ad,Simon Says,Kaniva,WzIxMTE3LDYzMzQ0MDg2N10=
1425098,25686,21063,-37,-0.18,60b4d64-89e5-4bf9-9dcb-981bb9c915c9,Mast Maula,Darshan Lakhewala,WzIxMTE3LDYzMzQ0MDg2N10=
1425242,25830,20952,-79,-0.38,1e84139-fc77-8204-a655-a0369fe50396,Novella,IVAN VALEEV,WzIwOTg1LDE5MTk4OTM1XQ==
1425543,26131,20741,11720,129.92,1e8a772-58f6-c92e-9205-525400009efb,91's,PNL,WzIwNzc0LDY3NTc4MzQ0NV0=
1425576,26164,20703,-97,-0.47,298e814-c1cc-11e8-800d-525400009efb,Over the Rainbow,MERMAID VISION,WzIwNzc0LDY3NTc4MzQ0NV0=
1425707,26295,20611,-13,-0.06,711ae49-58f3-4661-a026-5f9a2cc5f25b,Олег Ти Шо Плачеш? [Explicit],Піцики Лупіцики,WzIwNzAwLDY0MzQwMTExNF0=
1425733,26321,20600,0,0.0,76bc466-fc0e-11e8-bcc1-549f35161576,El Topon del Diablo,El Makabelico,WzIwNjA3LDcyNzc5NzQ5MF0=
1426041,26629,20387,-83,-0.41,5eb0271-5f85-41b6-bbab-ae7c400a7315,Anh Thề Đấy,Thanh Hưng,WzIwNDAwLDY3MjA1Mzc3NV0=
1426212,26800,20244,-100,-0.49,1e8409c-1ec7-6e8a-a218-a0369fe50396,O.K.บ่อ้าย,Kowtip Thidahdin,WzIwMjQ1LDcyNDQwMzMzMV0=
1426250,26838,20212,-51,-0.25,1e840b5-ac69-3624-adf4-a0369fe50396,"Khali Dil Nahin Jaan Bhi Hai (From ""Kachche Dhaage"")",Alka Yagnik & Hans Raj Hans,WzIwMjQ1LDcyNDQwMzMzMV0=
1426297,26885,20200,-100,-0.49,6fc55d0-baa1-4b02-aaf2-afccd98aa781,Sudah Tak Cinta (Busking Version),Darulaman Buskers & Shaa,WzIwMjQ1LDcyNDQwMzMzMV0=
1426329,26917,20167,-99,-0.49,e7fd336-9e36-4aa3-b4a5-0c7785409fe2,ISMAIL DANAN WALIGAA II FARAXSANOW,Muthazir,WzIwMTkwLDUzNzU2OTRd
1426360,26948,20139,-99,-0.49,1e8409d-5e1a-c7f2-a6ab-aa1c026db3d8,รู้ยัง,ROO YUNG,WzIwMTkwLDUzNzU2OTRd
1426391,26979,20104,-96,-0.48,cca3e24-8c57-4107-8b5b-bd703895d1d4,อยู่ๆก็คิดถึง,วงสวัสดี,WzIwMTkwLDUzNzU2OTRd
1426458,27046,20092,-52,-0.26,65fcc69-d323-49f3-849b-3d92007ca3e7,Matt Lout Sayar,Wyne Su Khaing Thein,WzIwMTAwLDQ3MzM0MjQ0XQ==
1426471,27059,20075,-94,-0.47,717700d-c908-4bf9-a0ef-cbd5ff9d2f30,Gucci,Aroob Khan,WzIwMTAwLDQ3MzM0MjQ0XQ==
1426544,27132,20007,-39,-0.19,bc02564-44ee-11ea-9fc4-801844edfa71,Ayer la Vi,Cano de Cali,WzIwMDM1LDU2NDU3Njk1XQ==
1426585,27173,20000,-100,-0.5,e00e8e2-41ea-473c-8404-c99ff8a0565c,Anh Say Rồi,Kenbi Trần,WzIwMDM1LDU2NDU3Njk1XQ==
1426835,27423,19810,6,0.03,1e840b0-0506-831e-afe0-a0369fe50396,Onde Está Você? (Acústico),Amado Batista,WzE5ODI2LDY0MzMwMDk2OV0=
1427031,27619,19700,-100,-0.51,cd63b85-8a19-445f-86b0-38fbe25135f0,Through The Mists Of Time,AC/DC,WzE5NzAwLDE3MjMwNjExXQ==
1427221,27809,19600,-100,-0.51,81a7dc8-d5b3-4ef3-ab0f-6adb3592f900,Bedroom,Supahbadd,WzE5NjAwLDY3NDQ3MjgxOF0=
1427223,27811,19600,-100,-0.51,05f8e39-a18e-4d75-b00d-3db248d506ab,Quero Cachorrada,Jejê Araújo,WzE5NjAwLDY3NDQ3MjgxOF0=
1427501,28089,19400,-100,-0.51,6ad2df5-113c-4a18-8f3b-b7061fd60a46,Tàu anh qua núi,Phương Anh,WzE5NDY0LDcwMjMyMDI2MV0=
1427559,28147,19358,98,0.51,1e8407d-cf8a-7d08-8c08-a0369fe50396,เธอไม่ใช่แฟนฉัน ฉันไม่ใช่แฟนเธอ,Takkatan Chollada,WzE5NDAwLDcyODg4NzA4MV0=
1427618,28206,19302,3,0.02,268d916-a52a-4281-bfa0-b3dce66b9cb5,Jithay Madni Da Dera Ae,Shahid Mehmood Qadri,WzE5MzA3LDUxODk4MDA0M10=
1427719,28307,19247,-98,-0.51,b42ecba-145f-4908-9c14-3fd9bc3130ca,Не грусти,ЕГОР ШИП,WzE5MjU0LDI2MjMxMDQ4XQ==
1427763,28351,19203,-99,-0.51,8f6acac-8140-11e9-a23b-e4434b16cb7a,...baby one more time,The Marías,WzE5MjU0LDI2MjMxMDQ4XQ==
1427878,28466,19143,-5,-0.03,88de1ac-583a-11e9-b137-549f35141000,"Ob-La-Di, Ob-La-Da",Gabriela Bee,WzE5MjAwLDcyODcxODIwNF0=
1427980,28568,19099,87,0.46,d4806b7-3547-49e9-97da-a6ec64f43669,Tu me cagnato a vita,Tony Cossentino,WzE5MTA4LDI2Nzk5NDVd
1427982,28570,19097,-90,-0.47,969613d-d3d5-4f69-8d03-0ee808ea1c53,Ballay Ballay Ni Teri,Wajid Ali Baghdadi,WzE5MTA4LDI2Nzk5NDVd
1428217,28805,18954,-69,-0.36,99f6dd4-b64a-11e9-840f-549f35141000,O Amor Também Tem Seu Final,Eliane Camargo,WzE4OTU2LDcyOTY2MDAwM10=
1428495,29083,18800,-100,-0.53,ddb87e8-69ab-4d42-8455-c9f623b8e99f,Pashto Tapy Tapay,Shah Farooq,WzE4ODI3LDE3MjEwMTk4XQ==
1428601,29189,18709,-74,-0.39,f0c6ca2-29ab-4858-a6c8-183201ad19ac,لا تعيد ياقلي,سيد فاقد الموسوي,WzE4ODAwLDc4OTAwMTUwMF0=
1428637,29225,18700,-100,-0.53,09be8d0-532a-11e9-ba45-549f35161576,เหนื่อยล้า,,WzE4NzAzLDcyMjM0MzkyMF0=
1428638,29226,18700,0,0.0,50291dc-5731-11e9-9668-549f35161576,Cicak Cicak Dididing (feat. Mila),Lagu Anak Terpopuler Dan Terlaris & Mila,WzE4NzAzLDcyMjM0MzkyMF0=
1428656,29244,18700,0,0.0,96e09ad-1b8f-4438-ac56-826fbb07b9e3,Nadie Es Eterno,Segundo Rosero,WzE4NzAzLDcyMjM0MzkyMF0=
1428667,29255,18698,-27,-0.14,d330271-e888-469c-8a49-5a05125e9f11,Boro Mishti Lage,Sabina Yasmin & Khalid Hasan Milu,WzE4NzAzLDcyMjM0MzkyMF0=
1428742,29330,18625,-1,-0.01,b8e80dd-2f39-431b-81c3-f07f315e4985,Monet,Alligatoah & Sido,WzE4NjU3LDEwMzM5MTcwXQ==
1428913,29501,18539,116,0.63,1e840ad-6ee8-9dba-8a99-a0369fe50396,Festa Junina,Eliana,WzE4NTQwLDUzOTgyMTkwXQ==
1429016,29604,18500,-100,-0.54,318a6e0-6863-465e-9b98-bdf61b2d0939,Kukuli Mogali,DJ Yılmaz & Kobra Murat,WzE4NTAwLDczMDY0Mjc1OF0=
1429180,29768,18400,-100,-0.54,4a352c6-86f0-439c-a5fa-7f822882239a,Kalem Suresi,Muhammed Taha,WzE4NDMzLDc1NTA2NzM2NF0=
1429273,29861,18341,95,0.52,adb283c-634f-4332-9910-454ed717e92f,Tı Buyi Helbestamın,Grup Roj,WzE4NDAwLDgxMDEwNjE0OV0=
1429328,29916,18300,-100,-0.54,1e840aa-fe8b-7396-a824-a0369fe50396,Kiki Onvuma,Mariam Ndagire,WzE4MzAzLDI0OTU4MTFd
1429349,29937,18300,-100,-0.54,d860e53-bbf4-4cc5-9542-a0bb77fac149,Thiatt,Samba Peuzzi,WzE4MzAzLDI0OTU4MTFd
1429460,30048,18224,-5,-0.03,a1ffd78-87bd-11e9-a77c-801844edfa71,Donna - Live,Mia Martini,WzE4MjYyLDUwMDQ4OTE3XQ==
1429595,30183,18154,-95,-0.52,ad5de30-3dfb-48e3-9e2d-f55ac57db545,Oye Jhuma Jhumkawali,Pramod Kharel,WzE4MjAwLDUwOTA0NzM1XQ==
1429794,30382,18049,-1,-0.01,1e82623-5544-c2ca-a401-aa1c026db3d8,You Make My Dreams,Daryl Hall & John Oates,WzE4MTAwLDU0NjcyODkxN10=
1429988,30576,17956,-100,-0.55,a8e176f-6c5f-496b-8193-f253697b8a9e,JASLAI KAILE,Swaroop Raj Acharya,WzE4MDAwLDczMzg4NjUzMF0=
1430095,30683,17900,0,0.0,36bc74a-66f8-4a2d-826d-459490570403,432hz Ancient Morning Healing Frequency,Nature Healing Society,WzE3OTM1LDMwNjc0ODg1XQ==
1430192,30780,17838,-98,-0.55,1e84098-3f1b-066e-a138-a0369fe50396,Sem Limites pra Sonhar,Lucyana Villar & Victor & Leo,WzE3OTAwLDcyODgyMDEzNl0=
1430331,30919,17742,-81,-0.45,3fca3e8-606d-4d87-acb9-f05efc298ee6,沈园外,阿YueYue & 戾格 & 小田音乐社,WzE3NzU4LDI3MzQwNDk3XQ==
1430658,31246,17560,-97,-0.55,70aa098-5552-4531-8052-8823d61bab8a,Meray Sarkar Meri Baat Banaye Rakhna,Rao Brothers,WzE3NjAwLDc5NjIxODU5OF0=
1430735,31323,17501,601,3.56,1e840d6-e466-f3ba-b59e-aa1c026db3d8,Fuego,Eleni Foureira,WzE3NTEwLDcyOTY4NDQ2MF0=
1430948,31536,17400,-100,-0.57,6ea4720-19f3-438c-9236-a8d35279cd4a,"Juz 18, 2nd Quarter",Sheikh Mishary Rashid Alfasay,WzE3NDAwLDE0NTI4NDI0XQ==
1431092,31680,17300,-100,-0.57,63beb93-360b-4e22-9b24-51aa432538f7,O Sarı Kafa Buraya Gelecek,Replik Remix,WzE3MzQ5LDc2NDEzMTA4MF0=
1431202,31790,17226,-19,-0.11,c56913f-9b4e-49d6-80e8-448ec3194be4,Amaro Chilo Sob Ekadin,Hujaifa Islam,WzE3MzAwLDc2NDEwMzAyMF0=
1431311,31899,17193,-100,-0.58,1e8269c-a559-668e-bdca-a0369fe50396,Lip & Hip,HyunA,WzE3MjE2LDY3ODEwNThd
1431384,31972,17122,-92,-0.53,82535c1-e31a-480f-8b1a-42907cd4fcee,Anh là tình yêu là cuộc sống,Kieu Nga,WzE3MTkzLDk5MTgwNjNd
1431424,32012,17100,3800,28.57,1e8263a-2046-2232-b452-aa1c026db3d8,Luz,Patato,WzE3MTA3LDY5NjQ3MTQ3NF0=
1431583,32171,17018,-22,-0.13,3c083c3-0991-439f-82b6-6057d7c0f466,Sıkı Dur,Ben Fero & Anıl Piyancı,WzE3MDczLDI4ODAzMjA3XQ==
1431672,32260,17000,-100,-0.58,f070606-1254-4524-95ea-c726d248f302,CORAZÓN DESPEINADO,Rauw Alejandro,WzE3MDAxLDcwODEzMzUyNF0=
1431686,32274,16995,-11,-0.06,56e9830-c686-11e8-bcf0-549f35141000,เพลงสุดท้าย_Pleng Soot Tai,Clash,WzE3MDAxLDcwODEzMzUyNF0=
1431757,32345,16927,64,0.38,1e82753-f43c-dd46-95ca-aa1c026db3d8,Şak Şuka,Tarık Mengüç,WzE2OTc1LDcwMjM1MjI2MF0=
1431877,32465,16884,-55,-0.32,1e84086-79e9-956a-9c01-aa1c026db3d8,Ni Virgen Ni Santa,J'Martin,WzE2OTAwLDM2MDgwMzc0XQ==
1431950,32538,16813,-31,-0.18,66177ca-d8a7-45b3-ad15-84a1a18bec13,Sin Él,Marisela,WzE2ODUxLDgxNTQxM10=
1431991,32579,16800,-100,-0.59,5d60d9a-c640-11e8-80cb-549f35141000,Titanic,Orquesta Música Maravillosa,WzE2ODUxLDgxNTQxM10=
1432039,32627,16800,-100,-0.59,bf10388-2345-48b7-9306-5169935da79c,La Illaha Ilalallah (Hamd),Qari Zahid Mehmood Qadri,WzE2ODAwLDYzNjg4NzMyNl0=
1432065,32653,16787,-15,-0.09,f22ce92-e667-11e9-8930-549f35141000,Olmaz Olmaz Bu İş Olamaz,Irmak Arıcı,WzE2ODAwLDYzNjg4NzMyNl0=
1432202,32790,16700,-100,-0.6,1e826ef-d30c-1d44-bce9-a0369fe50396,Kill 'em With Kindness,Anjelah Johnson,WzE2NzUxLDIwMzM2ODYwXQ==
1432438,33026,16600,0,0.0,a56630a-8ed7-4ab0-a4e5-ff259ec6faff,Aure,Ahmerdy,WzE2NjAwLDY3MzYwMDA4NF0=
1432491,33079,16555,-94,-0.56,1e84083-eb47-e87c-a539-aa1c026db3d8,La anaconda,Grupo Pacha,WzE2NjAwLDY3MzYwMDA4NF0=
1432501,33089,16547,-97,-0.58,654c141-1d67-4eb1-84f3-287f1a0603d1,In My Daughter's Eyes,KnightsBridge,WzE2NjAwLDY3MzYwMDA4NF0=
1432534,33122,16526,-99,-0.6,1e840a6-324e-0932-a135-aa1c026db3d8,Abang Lori Tenonenonet,Harry Khalifah,WzE2NTM2LDczODIzNjZd
